candidate_id,source_kind,source_name,source_url,registration_urls,title_hint,provider_hint,venue_hint,postal_hint,area_hints,date_hints,time_hints,cost_hints,age_hints,topic_hints,excerpt_or_notes,missing_for_ckb,priority_score,review_decision,reviewed_at,reviewed_by,review_notes
SOC-5c52c6b2a460,public_telegram_candidate,Home of Team Nila,https://t.me/teamnila/1003,https://t.me/teamnila/1003,🚨 [URGENT RECRUITMENT],Home of Team Nila,,,Punggol,25 July,9am | 6pm,,,sport | volunteering | youth,🚨 [URGENT RECRUITMENT] ⛵️ Pesta Sukan Sailing 25 July 9am - 6pm (5 slots available) 📍National Sailing Centre Reach out to @crhexyl if you are available 💜,verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,6,,,,
SOC-5df68cb44ff2,public_telegram_candidate,Home of Team Nila,https://t.me/teamnila/1025,https://go.gov.sg/tn-aacs3finale | https://t.me/teamnila/1025,[Volunteering Opportunity],Home of Team Nila,,,Punggol,5 Sep,11am | 6pm,,,sport | volunteering | youth,"[Volunteering Opportunity] 🎽 ActiveSG Athletics Club Season 3 Finale Volunteers will be tasked with various roles, including registration, station masters and crowd control. 📅 Date: 5 Sep (Sat) 🕚 Shift Time: 11am - 6pm (lunch will be provided) 📍 Location: Hougang Stadium Sign up ",verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,6,,,,
SOC-6160fa801387,public_telegram_candidate,Taman Jurong Kakis,https://t.me/TamanJurongCC/979,https://go.gov.sg/tjsg61ndc | https://t.me/TamanJurongCC/979,✨ Taman Jurong National Day Carnival: Booths You Can't Miss!,Taman Jurong Kakis,,,Jurong West,2 August 2026,3.00pm | 6.30pm,,,community | performances | workshops | wellbeing,✨ Taman Jurong National Day Carnival: Booths You Can't Miss! Swipe through to get a sneak peek of some of the exciting carnival booths we've prepared just for you! 👀 🧷 Design your own Singapore Collage Badge with our beloved Taman Jurong Buffy 🌿 Get adorned with beautiful Henna P,verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,6,,,,
SOC-6c80a330d47f,public_telegram_candidate,OPEN JIO,https://t.me/OpenJio/2063,https://t.me/OpenJio/2063 | https://wardahbooks.com/products/session-with-author-diana-rahim,"Session with Author Diana Rahim, We Saw Mountains",OPEN JIO,,,,10 Sept 2026,8pm,$5,,youth | books | arts | community | wellbeing,"Session with Author Diana Rahim, We Saw Mountains Through these visionary tales, Diana Rahim, whose stories have been featured in Best New Singaporean Short Stories and The Best of World SF asks, can we do things differently? Can we imagine a different kind of life?👀 We Saw Mount",verified_at | verified_by | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,6,,,,
SOC-6e05cd76e917,public_telegram_candidate,Taman Jurong Kakis,https://t.me/TamanJurongCC/958,https://t.me/TamanJurongCC/958,⚽️ THE FINAL ROUND OF 16 SHOWDOWN! ⚽️,Taman Jurong Kakis,,,Jurong West,8 July 2026,4.00am,,,community | performances | workshops | wellbeing,⚽️ THE FINAL ROUND OF 16 SHOWDOWN! ⚽️ 🇨🇭 Switzerland vs 🇨🇴 Colombia marks the final Round of 16 clash—and the last ticket to the Quarter-finals is up for grabs! Join us LIVE on the big screen for an action-packed early morning as two determined sides battle it out for a place in ,verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,6,,,,
SOC-765f620b97ae,public_telegram_candidate,Gek Poh Central Residents' Network,https://t.me/gekpohcentral/845,https://t.me/gekpohcentral/845 | http://go.gov.sg/jsgpndoc2026,"Dear Residents, join us in for our upcoming National Day Observance Ceremony and Mass Walk on 9th August 2026 (Sunday) a",Gek Poh Central Residents' Network,,,Jurong West,9th August 2026,7am | 10am | 6pm,,,arts | sport | workshops | community,"Dear Residents, join us in for our upcoming National Day Observance Ceremony and Mass Walk on 9th August 2026 (Sunday) at Jurong Spring CC! 1-Way Bus Transportation would be provided for Gek Poh residents at 7am to go to Jurong Spring CC for the event, from Gek Poh Ville CC / Blo",verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,6,,,,
SOC-7a12d773f3cb,public_telegram_candidate,Home of Team Nila,https://t.me/teamnila/990,https://t.me/teamnila/990 | https://go.gov.sg/cwa-strikeforcare-tn,[Volunteer Opportunity],Home of Team Nila,,,Punggol,18 Jul | 19 Jul,5pm | 10pm | 1pm | 6pm,,,sport | volunteering | youth,[Volunteer Opportunity] ⚽️ Strike for Care 2026 by Caregiving Welfare Association Location: Delta Sport Centre Set-up day: 18 Jul (Sat) 5pm - 10pm Event day: • 19 Jul (Sun) 1pm - 6pm Sign up now via https://go.gov.sg/cwa-strikeforcare-tn Note: • Only proceed with the registration,verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,6,,,,
SOC-7c09b45b0c6b,public_telegram_candidate,OPEN JIO,https://t.me/OpenJio/2031,https://t.me/OpenJio/2031 | https://theshoalco.com/seeds-of-change-circular-fashion-x-futures-triangle,The Shoal Co.’s Seeds of Change workshop: Circular Fashion with Futures Triangle,OPEN JIO,,,,16 Sept | Sept 26,6.30pm | 9.30pm,$30,,youth | books | arts | community | wellbeing,"The Shoal Co.’s Seeds of Change workshop: Circular Fashion with Futures Triangle What would it take to make circular fashion the norm in Singapore, rather than the exception? ♻️ Join them for an interactive workshop using future thinking tools to uncover the forces pushing us tow",verified_at | verified_by | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,6,,,,
SOC-8158d261cc78,public_telegram_candidate,Taman Jurong Kakis,https://t.me/TamanJurongCC/968,https://t.me/TamanJurongCC/968,🎉 Kampung Spirit Fiesta 2026 (Unity in Diversity),Taman Jurong Kakis,,,Jurong West,,5:30 PM | 8:00 PM,Free,,community | performances | workshops | wellbeing,"🎉 Kampung Spirit Fiesta 2026 (Unity in Diversity) Come celebrate the spirit of community at the Kampung Spirit Fiesta 2026! Join us for a vibrant evening of culture, games, and good food as we come together in the true kampung spirit. 🌏✨ 📅 5:30 PM – 8:00 PM | 184A Yung Sheng Road",verified_at | verified_by | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,6,,,,
SOC-85addf34d96c,public_telegram_candidate,Bishan Connects,https://t.me/bishancc/1150,https://t.me/bishancc/1150,📣 It’s Happening Today at Bishan Community Club!!! 🌿,Bishan Connects,,,Bishan,2 August 2026,9.00 AM | 2.00 PM,,,arts | sport | workshops | youth | community,"📣 It’s Happening Today at Bishan Community Club!!! 🌿 Looking for something fun and meaningful to do this weekend? Come on down to the SG Farmers’ Market and enjoy a morning filled with fresh, locally grown produce, delicious treats, and a chance to support our local farmers! 🥬🍅🥕 ",verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,6,,,,
SOC-8ac752e6e437,public_telegram_candidate,Alpha Fitness Workouts,https://t.me/alphaworkout/989,https://t.me/alphaworkout/989,Rolling Good Times☀️Fall Prevention with Strength Training,Alpha Fitness Workouts,,,Punggol,23 February,10am | 11am,,,fitness | dance | sport,"Rolling Good Times☀️Fall Prevention with Strength Training ↙️ North East Zone ↗️ 📍 Serangoon CC, MPH level 1 🗓️ 23 February - Monday 🔜 10am, 11am ●●● H̼o̼w̼ ̼t̼o̼ ̼B̼o̼o̼k̼ ̼o̼n̼ ̼H̼3̼6̼5̼ ̼a̼p̼p̼ 👀 Click Explore (bottom of home page) 👆 Click on Events 🔎 Search 'Rolling' or enter",verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,6,,,,
SOC-8d046dc92fa5,public_telegram_candidate,Gek Poh Central Residents' Network,https://t.me/gekpohcentral/863,https://t.me/gekpohcentral/863,"Hello! For our Challenge #8, we are heading to West Coast! 🌴🏖️",Gek Poh Central Residents' Network,,,Jurong West,22 August 2026,8am | 12pm,,,arts | sport | workshops | community,"Hello! For our Challenge #8, we are heading to West Coast! 🌴🏖️ Start: Pasir Panjang MRT Station End: 726 West Coast Market Square Distance: 6km Date: 22 August 2026 (Sat) Time: 8am - 12pm Tickets are available at interim Gek Poh Ville CC at Block 760.",verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,6,,,,
SOC-8ec02d0e04ae,public_telegram_candidate,OneBoonLay,https://t.me/oneboonlay/3946,https://t.me/oneboonlay/3946 | https://go.gov.sg/awnsbt,Looking to make a meaningful impact in our community? Join us to learn how you can help brighten a senior's day!,OneBoonLay,,,Jurong West,19 September 2026,9:30am | 1:00pm,,,community | arts | performances | workshops | youth,Looking to make a meaningful impact in our community? Join us to learn how you can help brighten a senior's day! Everyone especially young adults are welcome to learn practical skills for visiting seniors living alone. Date: 19 September 2026 Time: 9:30am – 1:00pm Venue: Boon Lay,verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,6,,,,
SOC-9743f7951dbf,public_telegram_candidate,Bishan Connects,https://t.me/bishancc/1170,https://t.me/bishancc/1170,🚀 Junior Entrepreneur Expo 2026 is BACK — by overwhelming demand! 🎉,Bishan Connects,,,Bishan,24 October 2026 | 26 September 2026,11:00 AM | 3:00 PM | 10:00 AM | 1:00 PM,,,arts | sport | workshops | youth | community,"🚀 Junior Entrepreneur Expo 2026 is BACK — by overwhelming demand! 🎉 Calling all young entrepreneurs! 🌟 📅 24 October 2026 (Saturday) ⏰ 11:00 AM – 3:00 PM After an amazing response, we’re excited to bring the Junior Entrepreneur Expo 2026 back! 💡💰 ⚠️ Limited slots available, so don",verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,6,,,,
SOC-97d8d748bb13,public_telegram_candidate,Home of Team Nila,https://t.me/teamnila/993,https://t.me/teamnila/993 | https://go.gov.sg/ntuchealth-football-tn | https://go.gov.sg/ntuchealth-luckytoss-tn,[Volunteer Opportunity],Home of Team Nila,,,Punggol,22 July | 24 July,10am | 11:30am,,,sport | volunteering | youth,[Volunteer Opportunity] 🥇 NTUC Health Senior Day Care GENLeague Team Nila will be supporting the GENLeague initiative by NTUC Health Senior Day Care. It is a modified Sports initiative that promotes active ageing and intergenerational connection. Role: To assist with the officiat,verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,6,,,,
SOC-a0166d1c9d5f,public_telegram_candidate,BAGUS Together,https://t.me/bagustogether/652,https://www.nyc.gov.sg/ | https://go.gov.sg/symposium2026 | https://nyc.gov.sg/ | https://t.me/bagustogether/652,"📢 Crossing Cultures, Creating Community📢",BAGUS Together,,,Punggol,12 September 2026 | 17 August,12pm | 5pm,,,youth | coding | volunteering | cycling | community,"📢 Crossing Cultures, Creating Community📢 Get ready for the inaugural Integration Symposium 2026, organised by the National Youth Council, bringing together local and international students, young working adults and community leaders for a day of cultural exchange, shared perspect",verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,6,,,,
SOC-a0a238dcdfe0,public_telegram_candidate,Home of Team Nila,https://t.me/teamnila/1022,https://go.gov.sg/affhyundaisemifinalsgvth15aug | https://t.me/teamnila/1022,[Event Opportunity],Home of Team Nila,,,Punggol,15 August 2026 | 12 Aug | 13 Aug,9.00pm | 7.00pm | 8.00pm | 5pm | 12pm,,,sport | volunteering | youth,[Event Opportunity] 🇸🇬⚽ ASEAN Championship Hyundai Cup 2026 – Semi-Finals Singapore 🇸🇬 vs Thailand 🇹🇭 Team Singapore takes on Thailand in the ASEAN Championship Hyundai Cup Semi-Finals! Come be part of the crowd and help create an energetic and impactful home-ground atmosphere as,verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,6,,,,
SOC-a1d2762d94f6,public_telegram_candidate,Bishan Connects,https://t.me/bishancc/1172,https://t.me/bishancc/1172 | https://go.gov.sg/besmcsnbriskwalk,🚶‍♂️🌿 Bi-Monthly Brisk Walk @ Sembawang Hot Spring Park! ♨️,Bishan Connects,,,Bishan,20 September 2026,8.00am | 1.00pm,,,arts | sport | workshops | youth | community,"🚶‍♂️🌿 Bi-Monthly Brisk Walk @ Sembawang Hot Spring Park! ♨️ Join us for a refreshing morning of brisk walking, nature and good company at Sembawang Hot Spring Park! 🌳😊 📅 Date: 20 September 2026 (Sunday) ⏰ Time: 8.00am – 1.00pm 📍 Meeting Point: Bishan CC 🚌 Bus Departure: 8.00am sh",verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,6,,,,
SOC-a6f34ca320bf,public_telegram_candidate,Home of Team Nila,https://t.me/teamnila/989,https://go.gov.sg/tn-fiba3x3-ws26 | https://t.me/teamnila/989,[Volunteer Opportunity],Home of Team Nila,,,Punggol,12 Aug | 13 Aug | 14 Aug | 15 Aug | 16 Aug,10am | 10pm,,,sport | volunteering | youth,[Volunteer Opportunity] 🏀 FIBA 3x3 Women’s Series Singapore Stop & Singapore Challenger 2026 Location: *SCAPE / Jen Hotel Orchard • 12 Aug (Wed) 10am - 10pm • 13 Aug (Thurs) 10am - 10pm • ⁠14 Aug (Fri) 10am - 10pm • ⁠15 Aug (Sat) 10am - 10pm • ⁠16 Aug (Sun) 10am - 10pm Sign up no,verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,6,,,,
SOC-ac2e4e9906e0,public_telegram_candidate,OneBoonLay,https://t.me/oneboonlay/3951,https://t.me/oneboonlay/3951 | https://go.gov.sg/swcommunityjobfair-nanyang | https://go.gov.sg/swcommunityjobfair-boonlay | https://qrco.de/KeatHong | http://go.gov.sg/swcdc-goodjobfairtele,Looking for job opportunities? Meet employers from diverse sectors and attend on-site interviews at 3 upcoming job fairs,OneBoonLay,,,Jurong West,27 Aug 2026 | 4 Sep 2026 | 5 Sep 2026,10am | 4pm,,,community | arts | performances | workshops | youth,Looking for job opportunities? Meet employers from diverse sectors and attend on-site interviews at 3 upcoming job fairs in the South West District: 📍 *South West Community Job Fair @ Nanyang CC [MINI JOB FAIR]* 📅 *27 Aug 2026 (Thu) | ⏰ 10am–4pm* 🔗 Register: https://go.gov.sg/swc,verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,6,,,,
SOC-ac9e1c244a39,public_telegram_candidate,OPEN JIO,https://t.me/OpenJio/2035,https://t.me/OpenJio/2035 | https://ourcommonground.com.sg/cnfc26-circles#aug,Common Ground Connecting Narratives for Change (CNFC) Circle One: Third Spaces Need Me & We w/ Joo Chiat Social Club,OPEN JIO,,,,16 Aug | Aug 26,2.30pm | 5pm,$22 | $35,,youth | books | arts | community | wellbeing,"Common Ground Connecting Narratives for Change (CNFC) Circle One: Third Spaces Need Me & We w/ Joo Chiat Social Club In this year’s CNFC, they are exploring what makes third spaces possible?🤔 Whether you work alongside spaces that bring communities together, a socially-oriented o",verified_at | verified_by | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,6,,,,
SOC-b24f46e39ea6,public_telegram_candidate,Gek Poh Central Residents' Network,https://t.me/gekpohcentral/853,https://t.me/gekpohcentral/853,Hello residents!,Gek Poh Central Residents' Network,,,Jurong West,25 July 2026,1pm,,,arts | sport | workshops | community,Hello residents! Join us in preparing our estate for National Day! 🇸🇬We will be putting up our State flag and banners to decorate our neighborhood! Meeting point: Blk 760 Kampung Café Date: 25 July 2026 (Sat) Time: 1pm Bring your water to hydrate yourself! 💧,verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,6,,,,
SOC-b2dd2ea3cfba,public_telegram_candidate,Taman Jurong Kakis,https://t.me/TamanJurongCC/996,https://t.me/TamanJurongCC/996 | http://go.gov.sg/tjcsnrjlg11,🏃‍♂️ Run @ Jurong Lake Gardens 🏃‍♀️,Taman Jurong Kakis,,,Jurong West,23 August 2026,8:00am,,,community | performances | workshops | wellbeing,"🏃‍♂️ Run @ Jurong Lake Gardens 🏃‍♀️ It’s all about having fun, getting active, and making new friends along the way! 🌿✨ Join us for an energising morning run: 🗓️ Date: Sunday, 23 August 2026 ⏰ Time: 8:00am 📍 Gathering Point: *Lakeside MRT station* 🏞️ Route: Jurong Lake Gardens 📏 ",verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,6,,,,
